,Unnamed: 0,id_unic,business_id,local_name,category,main_category,opinion,feeling,resp,has_response,states,city
7613,7613,102463137,0x8085612890558ddf:0x125ed0ca2f98a892,McDonald's,fast food restaurant    breakfast restaurant    coffee shop    hamburger restaurant    restaurant    sandwich shop,food_services,They have great deals! 15 french fries $15,Positive,did not answer,no,CA, CA 94520
7614,7614,10693001,0x8085612890558ddf:0x125ed0ca2f98a892,McDonald's,fast food restaurant    breakfast restaurant    coffee shop    hamburger restaurant    restaurant    sandwich shop,food_services,"(Translated by Google) Rich chips, but computers are almost always broken to play. , they should put more games like those of mac donald Eniath Ca. (Original) Ricas papitas , pero casi siempre estan descompuestos las computadoras para jugar. , deberian de poner mas juegos como los de mac donald Eniath Ca.",Positive,did not answer,no,CA, CA 94520
7617,7617,104044064,0x8085612890558ddf:0x125ed0ca2f98a892,McDonald's,fast food restaurant    breakfast restaurant    coffee shop    hamburger restaurant    restaurant    sandwich shop,food_services,Fast clean genuine,Positive,did not answer,no,CA, CA 94520
7618,7618,101624158,0x8085612890558ddf:0x125ed0ca2f98a892,McDonald's,fast food restaurant    breakfast restaurant    coffee shop    hamburger restaurant    restaurant    sandwich shop,food_services,(Translated by Google) Very delicious their coffees (Original) Muy deliciosos sus cafés,Positive,did not answer,no,CA, CA 94520
7619,7619,106309146,0x8085612890558ddf:0x125ed0ca2f98a892,McDonald's,fast food restaurant    breakfast restaurant    coffee shop    hamburger restaurant    restaurant    sandwich shop,food_services,"This McDonalds is literally the only one where each time I’ve gone I’ve had excellent service and high quality food. Every time order is correct, food is hot, and actually tastes and looks fresh. I don’t know how the magic happens there, but it’s great.",Positive,did not answer,no,CA, CA 94520
7620,7620,100621149,0x8085612890558ddf:0x125ed0ca2f98a892,McDonald's,fast food restaurant    breakfast restaurant    coffee shop    hamburger restaurant    restaurant    sandwich shop,food_services,The food at this mc Donalds is awesome.,Positive,did not answer,no,CA, CA 94520
7621,7621,105781778,0x8085612890558ddf:0x125ed0ca2f98a892,McDonald's,fast food restaurant    breakfast restaurant    coffee shop    hamburger restaurant    restaurant    sandwich shop,food_services,Good & Fast Service,Positive,did not answer,no,CA, CA 94520
7623,7623,111644193,0x8085612890558ddf:0x125ed0ca2f98a892,McDonald's,fast food restaurant    breakfast restaurant    coffee shop    hamburger restaurant    restaurant    sandwich shop,food_services,Employees extremely friendly and helpful.,Positive,did not answer,no,CA, CA 94520
7624,7624,107484313,0x8085612890558ddf:0x125ed0ca2f98a892,McDonald's,fast food restaurant    breakfast restaurant    coffee shop    hamburger restaurant    restaurant    sandwich shop,food_services,Not bad kid friendly,Positive,did not answer,no,CA, CA 94520
7625,7625,104393313,0x8085612890558ddf:0x125ed0ca2f98a892,McDonald's,fast food restaurant    breakfast restaurant    coffee shop    hamburger restaurant    restaurant    sandwich shop,food_services,(Translated by Google) Niiiiiice! (Original) Niiiiiice!,Positive,did not answer,no,CA, CA 94520
7626,7626,110136394,0x8085612890558ddf:0x125ed0ca2f98a892,McDonald's,fast food restaurant    breakfast restaurant    coffee shop    hamburger restaurant    restaurant    sandwich shop,food_services,(Translated by Google) Delicious (Original) Delicioso,Positive,did not answer,no,CA, CA 94520
7628,7628,106975435,0x8085612890558ddf:0x125ed0ca2f98a892,McDonald's,fast food restaurant    breakfast restaurant    coffee shop    hamburger restaurant    restaurant    sandwich shop,food_services,Fast and friendly service delivered to our table.,Positive,did not answer,no,CA, CA 94520
7629,7629,112918776,0x8085612890558ddf:0x125ed0ca2f98a892,McDonald's,fast food restaurant    breakfast restaurant    coffee shop    hamburger restaurant    restaurant    sandwich shop,food_services,I love there sundays at mac donalds epically on a hot day,Positive,did not answer,no,CA, CA 94520
7631,7631,108408794,0x8085613552546bc7:0xf0c75c1bd15ff0d1,Oyama BBQ,barbecue restaurant,food_services,Very tasty BBQ,Positive,did not answer,no,CA, Pleasant Hill
7633,7633,108495654,0x80856135e1f080af:0x368755c2d2b423d9,McDonald's,fast food restaurant    breakfast restaurant    coffee shop    hamburger restaurant    restaurant    sandwich shop,food_services,"Consistent food, clean, good prices",Positive,did not answer,no,CA, CA 94523
7634,7634,110358158,0x80856135e1f080af:0x368755c2d2b423d9,McDonald's,fast food restaurant    breakfast restaurant    coffee shop    hamburger restaurant    restaurant    sandwich shop,food_services,"Fast food, cheap water.",Positive,did not answer,no,CA, CA 94523
7635,7635,106584561,0x80856135e1f080af:0x368755c2d2b423d9,McDonald's,fast food restaurant    breakfast restaurant    coffee shop    hamburger restaurant    restaurant    sandwich shop,food_services,More of the same,Positive,did not answer,no,CA, CA 94523
7636,7636,103148404,0x80856135e1f080af:0x368755c2d2b423d9,McDonald's,fast food restaurant    breakfast restaurant    coffee shop    hamburger restaurant    restaurant    sandwich shop,food_services,"Great place, good service and good workers.",Positive,did not answer,no,CA, CA 94523
7638,7638,109569488,0x80856135e1f080af:0x368755c2d2b423d9,McDonald's,fast food restaurant    breakfast restaurant    coffee shop    hamburger restaurant    restaurant    sandwich shop,food_services,Love Micky dz,Positive,did not answer,no,CA, CA 94523
7640,7640,101454932,0x80856139432583a7:0xedc79e09e6daa726,De Afghanan Kabob House,restaurant,food_services,"I have eaten kabobs all over the Middle East, Iran, Afghanistan, Pakistan and most kabob places in the East Bay. I know this place for many years and am so happy to see their return to Walnut Creek because they a the best kabobs I have had. It might not have you you call atmosphere the tie friendliness of the staff make up for that by far. I would rather eat in a small family run restaurant with a few tables than a fancy or large place. Its just the way things should be.",Positive,did not answer,no,CA, Walnut Creek
7641,7641,110086616,0x808561478e74353b:0x3404abdd77680fc5,Corner Bakery,sandwich shop    american restaurant    bakery    bistro    breakfast restaurant    brunch restaurant    coffee shop    dessert restaurant    salad shop,food_services,"This reminds me of (an upscale) Panera. Similarities: 1.) You place your order. If you dine in you place your number of the table. When your food is ready someone brings it to you. 2.) Free Wifi. Differences: 1.) Limited outlets. Panera Concord has more outlets. 2.) The waitstaff wear black, which is very classy. 2.) The restaurant is clean with a simple layout. 4.) Panera has more bakery goodies and seem to bake in house. I can smell bread or cookies baking. I didnt smell anything freshly baking at Corner Bakery. Maybe I went at an off bakery time?",Positive,did not answer,no,CA, Pleasant Hill
7642,7642,114399308,0x808561478e74353b:0x3404abdd77680fc5,Corner Bakery,sandwich shop    american restaurant    bakery    bistro    breakfast restaurant    brunch restaurant    coffee shop    dessert restaurant    salad shop,food_services,I love CB!,Positive,"Cybele, thanks for the great review. We hope you come visit us again soon!",si,CA, Pleasant Hill
7643,7643,10581615,0x808561478e74353b:0x3404abdd77680fc5,Corner Bakery,sandwich shop    american restaurant    bakery    bistro    breakfast restaurant    brunch restaurant    coffee shop    dessert restaurant    salad shop,food_services,good food. reasonably quick.,Positive,did not answer,no,CA, Pleasant Hill
7646,7646,101864035,0x8085614797305ff9:0x5e43858e11b81ad0,Fat Maddie’s,hamburger restaurant    american restaurant,food_services,"A tad pricey, I paid 60 for 2 entrees a side 2 drinks and an appetizer, but I definitely got what I paid for, all very delicious food and good service.",Positive,did not answer,no,CA, Pleasant Hill
7647,7647,114150573,0x8085614797305ff9:0x5e43858e11b81ad0,Fat Maddie’s,hamburger restaurant    american restaurant,food_services,It was good,Positive,did not answer,no,CA, Pleasant Hill
7648,7648,10484009,0x8085614797305ff9:0x5e43858e11b81ad0,Fat Maddie’s,hamburger restaurant    american restaurant,food_services,Pasta had great flavor. Gumbo was bland.,Positive,did not answer,no,CA, Pleasant Hill
7649,7649,114758323,0x808561679650c301:0x14946dd74c731ffa,Savanh Thai Cuisine,thai restaurant    asian fusion restaurant    asian restaurant,food_services,We absolutely love this restaurant!!! The food is phenomenal. Its our top choice whenever we get to go out :D,Positive,did not answer,no,CA, CA 94523
7650,7650,101085417,0x80856172e6bbc121:0xc42f0c902ad1c4d1,Bee&Tea,restaurant    bubble tea store,food_services,Being 30 minutes away on the other side of the city does not stop us from going every week. Everything Ive tried have been AMAZING. Hope they open one up closer to us soon!,Positive,did not answer,no,CA, Walnut Creek
7651,7651,102168165,0x80856172e6bbc121:0xc42f0c902ad1c4d1,Bee&Tea,restaurant    bubble tea store,food_services,Delicious!!!,Positive,did not answer,no,CA, Walnut Creek
7652,7652,105849743,0x80856172e6bbc121:0xc42f0c902ad1c4d1,Bee&Tea,restaurant    bubble tea store,food_services,Great Thai milk tea.,Positive,did not answer,no,CA, Walnut Creek
7653,7653,110589485,0x80856172eba64ca9:0x6058e11922d5efba,Wendy's,fast food restaurant    hamburger restaurant    restaurant,food_services,I had a Wendys burger after such a long time... almost 7 plus years... It tasted so dam good and just like I remember it so many years ago. Try their Asiago Chicken Club sandwich too. Really good,Positive,did not answer,no,CA, CA 94597
7654,7654,105788707,0x80856172eba64ca9:0x6058e11922d5efba,Wendy's,fast food restaurant    hamburger restaurant    restaurant,food_services,Great friendly fast service even though drive through line extended to the street,Positive,did not answer,no,CA, CA 94597
7655,7655,101828807,0x80856172eba64ca9:0x6058e11922d5efba,Wendy's,fast food restaurant    hamburger restaurant    restaurant,food_services,My go to for fast gas,Positive,did not answer,no,CA, CA 94597
7657,7657,107635309,0x80856172eba64ca9:0x6058e11922d5efba,Wendy's,fast food restaurant    hamburger restaurant    restaurant,food_services,Always great food and great assistance.,Positive,did not answer,no,CA, CA 94597
7659,7659,108432346,0x80856172eba64ca9:0x6058e11922d5efba,Wendy's,fast food restaurant    hamburger restaurant    restaurant,food_services,"Today was my firts time to be in Wendys for long time and managent were awesome Specially young man his was Luis He was asking me it everything was ok With my order Just i want to say thank you Luis And I am sure,I will come back to ur restaurant Because our experience was great!!!! Have a wonderful day",Positive,did not answer,no,CA, CA 94597
7660,7660,102926353,0x80856172eba64ca9:0x6058e11922d5efba,Wendy's,fast food restaurant    hamburger restaurant    restaurant,food_services,"Its Wendys. However, this location is pretty nice and the area is pretty nice. Some places nearby can be a bit sketchy with bars on windows and locked bathrooms, but this one is nice and kept up. Food is what you would expect from a Wendys.",Positive,did not answer,no,CA, CA 94597
7661,7661,101028185,0x80856172eba64ca9:0x6058e11922d5efba,Wendy's,fast food restaurant    hamburger restaurant    restaurant,food_services,Baked potato is the best. Fast drive through too.,Positive,did not answer,no,CA, CA 94597
7662,7662,118008254,0x80856172eba64ca9:0x6058e11922d5efba,Wendy's,fast food restaurant    hamburger restaurant    restaurant,food_services,Very clean. Good customer service,Positive,did not answer,no,CA, CA 94597
7663,7663,107143428,0x80856172eba64ca9:0x6058e11922d5efba,Wendy's,fast food restaurant    hamburger restaurant    restaurant,food_services,Good stop off the freeway,Positive,did not answer,no,CA, CA 94597
7664,7664,109030176,0x80856172eba64ca9:0x6058e11922d5efba,Wendy's,fast food restaurant    hamburger restaurant    restaurant,food_services,Quick simple service,Positive,did not answer,no,CA, CA 94597
7665,7665,100582227,0x80856172eba64ca9:0x6058e11922d5efba,Wendy's,fast food restaurant    hamburger restaurant    restaurant,food_services,Had great greeting and service was quick and delicious..,Positive,did not answer,no,CA, CA 94597
7666,7666,106258363,0x80856172eba64ca9:0x6058e11922d5efba,Wendy's,fast food restaurant    hamburger restaurant    restaurant,food_services,It was ok...,Positive,did not answer,no,CA, CA 94597
7667,7667,107883276,0x80856172eba64ca9:0x6058e11922d5efba,Wendy's,fast food restaurant    hamburger restaurant    restaurant,food_services,Good fast food quick drive through,Positive,did not answer,no,CA, CA 94597
7668,7668,106948376,0x80856172eba64ca9:0x6058e11922d5efba,Wendy's,fast food restaurant    hamburger restaurant    restaurant,food_services,Great and cheap food. Love the taste of their beef. Best of any fast food. Awesome dollar menu selection. AC is welcoming.,Positive,did not answer,no,CA, CA 94597
7669,7669,118000704,0x80856172eba64ca9:0x6058e11922d5efba,Wendy's,fast food restaurant    hamburger restaurant    restaurant,food_services,Best wendys there is in this county,Positive,did not answer,no,CA, CA 94597
7671,7671,117930458,0x80856172eba64ca9:0x6058e11922d5efba,Wendy's,fast food restaurant    hamburger restaurant    restaurant,food_services,It might just be fast food but this is a really good Wendys,Positive,did not answer,no,CA, CA 94597
7673,7673,107143619,0x808561967ca64817:0xa42a348f8906a010,Fuddruckers,hamburger restaurant    american restaurant    caterer    fast food restaurant,food_services,Good burgers & great selection of toppings.,Positive,did not answer,no,CA, Walnut Creek
7674,7674,110092268,0x808561967ca64817:0xa42a348f8906a010,Fuddruckers,hamburger restaurant    american restaurant    caterer    fast food restaurant,food_services,(Translated by Google) Good bugers (Original) Good bugers,Positive,did not answer,no,CA, Walnut Creek
7675,7675,116472844,0x808561967ca64817:0xa42a348f8906a010,Fuddruckers,hamburger restaurant    american restaurant    caterer    fast food restaurant,food_services,Nice spacious interior. Build your own salad fixings. Good customer services. Reasonable prices.,Positive,did not answer,no,CA, Walnut Creek
7676,7676,111346606,0x808561967ca64817:0xa42a348f8906a010,Fuddruckers,hamburger restaurant    american restaurant    caterer    fast food restaurant,food_services,Good food.,Positive,did not answer,no,CA, Walnut Creek
7679,7679,116297761,0x808561967ca64817:0xa42a348f8906a010,Fuddruckers,hamburger restaurant    american restaurant    caterer    fast food restaurant,food_services,"Its every kind of Birger you can think of. Great place foe large groups, kids, and messy eaters. Basket of fries and a good helping of jalapeno cheese sauce just beware of the coming food coma!",Positive,did not answer,no,CA, Walnut Creek
7681,7681,112605121,0x808561967ca64817:0xa42a348f8906a010,Fuddruckers,hamburger restaurant    american restaurant    caterer    fast food restaurant,food_services,"I wouldnt say its the best burger Ive ever had but it is a very good burger. The burger comes with Patty and bun, you can add cheese and bacon. The rest of the toppings you put on yourself. Wedge fries and onion rings are awesome also have cheese dipping sauce...",Positive,did not answer,no,CA, Walnut Creek
7682,7682,111882661,0x808561967ca64817:0xa42a348f8906a010,Fuddruckers,hamburger restaurant    american restaurant    caterer    fast food restaurant,food_services,Best burgers ever. Good porportioned,Positive,did not answer,no,CA, Walnut Creek
7684,7684,113943878,0x808561967ca64817:0xa42a348f8906a010,Fuddruckers,hamburger restaurant    american restaurant    caterer    fast food restaurant,food_services,"Amazing food, especially the big burgers.",Positive,did not answer,no,CA, Walnut Creek
7685,7685,110719198,0x808561967ca64817:0xa42a348f8906a010,Fuddruckers,hamburger restaurant    american restaurant    caterer    fast food restaurant,food_services,Very good food and the beer also good,Positive,did not answer,no,CA, Walnut Creek
7686,7686,108083398,0x808561967ca64817:0xa42a348f8906a010,Fuddruckers,hamburger restaurant    american restaurant    caterer    fast food restaurant,food_services,Business meeting there. Was very nice.,Positive,did not answer,no,CA, Walnut Creek
7687,7687,112450293,0x808561967ca64817:0xa42a348f8906a010,Fuddruckers,hamburger restaurant    american restaurant    caterer    fast food restaurant,food_services,"Good food, but a little on the noisy side.",Positive,did not answer,no,CA, Walnut Creek
7688,7688,103235128,0x808561967ca64817:0xa42a348f8906a010,Fuddruckers,hamburger restaurant    american restaurant    caterer    fast food restaurant,food_services,"Food was okay, condiment bar could have been fresher, but my major complaint was service. They seem to sell a lot of milk shakes but never staff the desert area. Despite reminding staff several times the two milk shakes we ordered were not made for 45mins and came after our party had finished eating.",Positive,did not answer,no,CA, Walnut Creek
7689,7689,100434143,0x80856197cf5bc937:0x46f6a8ec7b05d46c,Tullio's Family Style Italian Restaurant,restaurant,food_services,Best Italian food ever. Great pizza good soups. Big portions. Never disapointed everything is good here.,Positive,"Jade, thank you for the awesome rating! We hope to see you back in soon for some pizza. -Matt, Manager",si,CA, Walnut Creek
7690,7690,108377361,0x808561e2804b4169:0xeeb39fc938253553,Sol y Luna Cocina Mexicana,mexican restaurant,food_services,good food and good service nice,Positive,did not answer,no,CA, Pleasant Hill
7691,7691,113763546,0x8085625793c95005:0xcfc1afd5549d703f,The Rising Loafer Cafe & Bakery,restaurant    bakery    breakfast restaurant    caterer    diner    organic restaurant,food_services,Good food and nice people. I didnt have the best experience on my first try but I had a nice lunch today.,Positive,xxxx,si,CA, Lafayette
7693,7693,10950014,0x8085625a87ddd85d:0x6ad61e38b8c20968,Poke Go,restaurant,food_services,Good place. Keep it up!,Positive,did not answer,no,CA, Lafayette
7694,7694,105833796,0x8085625a87ddd85d:0x6ad61e38b8c20968,Poke Go,restaurant,food_services,Great food and very good service. I ordered a large and the quality of the ingredients was obvious.,Positive,did not answer,no,CA, Lafayette
7695,7695,103912265,0x8085625a87ddd85d:0x6ad61e38b8c20968,Poke Go,restaurant,food_services,Poke Go is my favorite place to eat in the East Bay. The ingredients are healthy and always fresh and tasty. I like to create my favorite deconstructed sushi. I go at least once a week!,Positive,did not answer,no,CA, Lafayette
7696,7696,115637566,0x8085625a87ddd85d:0x6ad61e38b8c20968,Poke Go,restaurant,food_services,(Translated by Google) It is on Diablo Blvd in Laffayete good and cheap food. Different flavors worth knowing (Original) Fica em Diablo Blvd em Laffayete comida boa e barata. Sabores diferentes Vale a pena conhecer,Positive,did not answer,no,CA, Lafayette
7697,7697,113535074,0x808565a31488e84d:0x4f072b76705782a5,Subway,sandwich shop    caterer    fast food restaurant    takeout restaurant    restaurant,food_services,"This Subway is the best that I know of closest to me. I love them! The veggies, Turkey Tuna and cookies are always fresh. I live in Pittsburg and there are at least 3 that are in my area but unfortunately not as fresh as the ones Ive visited in Martinez.",Positive,did not answer,no,CA, Martinez
7698,7698,1119661,0x808565a31488e84d:0x4f072b76705782a5,Subway,sandwich shop    caterer    fast food restaurant    takeout restaurant    restaurant,food_services,Bread os fresh,Positive,did not answer,no,CA, Martinez
7699,7699,104274369,0x808565a31488e84d:0x4f072b76705782a5,Subway,sandwich shop    caterer    fast food restaurant    takeout restaurant    restaurant,food_services,"Ive been to many Subway locations in the East Bay area and havent been impressed. This Subway stands out from the rest with customer service and sandwich preparation. Currently there is a roast beef shortage in the market and this affects my favorite sandwich, the club. This location offered to replace the roast beef with anything else which other locations have not done. This location also uses generous amounts of side items such as lettuce, green pepper, onion, and such. In summary, I highly recommend this location for a Subway sandwich.",Positive,did not answer,no,CA, Martinez
7700,7700,10884737,0x80856691820646a5:0x2c38c1f098c31a0b,Keunjib Restaurant DINE IN,korean restaurant,food_services,awesome korean food,Positive,did not answer,no,CA, Pacheco
7701,7701,116364478,0x80856691820646a5:0x2c38c1f098c31a0b,Keunjib Restaurant DINE IN,korean restaurant,food_services,This Korean restaurant is located inside a bowling alley BUT does have its own entrance from the street. Small place that seats roughly 40-50 people. Owner was really friendly and gave excellent recommendations. Cook made excellent tasting food. Small place but plenty of options on the menu. One TV but enough to watch a game playing as I was eating dinner. Reasonable pricing and generous with the side dishes.,Positive,did not answer,no,CA, Pacheco
7703,7703,109454737,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,Good southern food and hospitality!,Positive,did not answer,no,CA, CA 94520
7704,7704,104777068,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,First time at this location and it held up to the one in Vegas. Deep fried pickles are worth the trip in itself,Positive,did not answer,no,CA, CA 94520
7705,7705,103061065,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,Great food,Positive,did not answer,no,CA, CA 94520
7706,7706,116690259,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,Awesome,Positive,did not answer,no,CA, CA 94520
7707,7707,106641462,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,"Not a true bbq place, but food and service are still good.",Positive,did not answer,no,CA, CA 94520
7708,7708,114750845,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,"Very good service and food, Restaurant need to seat their customers sooner, they have many empty tables but they take too long to seat down their customers.",Positive,did not answer,no,CA, CA 94520
7709,7709,116704413,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,Good place to eat,Positive,did not answer,no,CA, CA 94520
7711,7711,103185223,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,"Had reservations at 7 p.m. food was outstanding, but waited an hour for the food. So the ribs were a bit dry",Positive,did not answer,no,CA, CA 94520
7712,7712,115101121,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,Lucilles food is always good to me. The portions are a good size and it is tasty. The atmosphere is pleasant too! I have never had a problem with service either. The staff is very accommodating too!,Positive,did not answer,no,CA, CA 94520
7713,7713,117262086,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,Delicious. Beef and pork ribs available. Real actual sweet tea. Sports bar atmosphere. Good beer and wine selection. Plenty of parking. Friendly courteous staff. Prices were fair. Handicap accessible.,Positive,did not answer,no,CA, CA 94520
7714,7714,114675736,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,Yuumy and great!!!,Positive,did not answer,no,CA, CA 94520
7715,7715,105531141,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,Was the best soul food around,Positive,did not answer,no,CA, CA 94520
7716,7716,111048725,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,"The server Carly was very attentive and helpful. Never been to Lucilles before, so everything was new. The meat was okay, the sides were on the cold side. Best part of the meal was Snickers ice cream pie and the service!!",Positive,did not answer,no,CA, CA 94520
7717,7717,1088998,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,Yum yum yum and more yum!!! Come hungry because dishes are pretty full .,Positive,did not answer,no,CA, CA 94520
7718,7718,105628137,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,"Bar or restaurant, both very nice. Go for Happy Hour!",Positive,did not answer,no,CA, CA 94520
7719,7719,115642583,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,To expensive for the flavor. Good food though.,Positive,did not answer,no,CA, CA 94520
7720,7720,10617077,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,Every time I come here I always order the beef rub dinner. Ribs are amazing.,Positive,did not answer,no,CA, CA 94520
7721,7721,102593329,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,Great atmosphere and comfort food.,Positive,did not answer,no,CA, CA 94520
7722,7722,102612673,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,"Great Food , Great service, $$$ food a bit pricey$$$",Positive,did not answer,no,CA, CA 94520
7723,7723,117670502,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,Great. Food,Positive,did not answer,no,CA, CA 94520
7724,7724,109657169,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,"1st time, all were great, 1 i liked especially with hospitality, food delivery, an i think a hint of accent from back east, but always says ( i got you) which makes you thing she gets an maybe understands what u want , it might not be true but it makes you feel comfortable, an all else was good so i think im going back soon to try more food options.",Positive,did not answer,no,CA, CA 94520
7725,7725,103218191,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,"Mothers day dinner was awesome and we will be going back asap. Wife had a great time with the gumbo and I had fantastic 3 way combo of chicken, beef ribs, and sausage, plus sides of greens and garlic mashed potatoes. Appetizer was deviled eggs.",Positive,did not answer,no,CA, CA 94520
7726,7726,11219541,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,Dont bother with anything on the menu except for the chicken ... Best place for lunch.,Positive,did not answer,no,CA, CA 94520
7727,7727,105632227,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,Good food,Positive,did not answer,no,CA, CA 94520
7728,7728,110151416,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,Bbq was Delicious. Definitely will go again and Highly recommend the restuarant,Positive,did not answer,no,CA, CA 94520
7729,7729,10355862,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,Great food and staff. The BBQ chicken and beef ribs are the best Ive had,Positive,did not answer,no,CA, CA 94520
7730,7730,108654612,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,Great food.,Positive,did not answer,no,CA, CA 94520
7731,7731,111567609,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,Plenty of space to sit and dine. Sat at the bar and service was great! I had the brisket and food was great and didnt have to wait long for it.,Positive,did not answer,no,CA, CA 94520
7732,7732,104398952,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,Pretty good. Typical chain restaurant,Positive,did not answer,no,CA, CA 94520
7733,7733,107486118,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,Ribs and tri tip were both delicious. Did not care for potato salad at all. Friendly.,Positive,did not answer,no,CA, CA 94520
7734,7734,111482047,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,Food was fine. Lemonade was like suger water. Overall ok i guess for bbq food since the pickings are slim.,Positive,did not answer,no,CA, CA 94520
7735,7735,101891288,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,Always great food,Positive,did not answer,no,CA, CA 94520
7736,7736,115081171,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,"Great food, great music, excellent service",Positive,did not answer,no,CA, CA 94520
7737,7737,115081171,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,"Great food, great music, excellent service",Positive,did not answer,no,CA, CA 94520
7739,7739,116910618,0x808566b7e0b85c3f:0xbbd4799873e6009c,Lucille's Smokehouse Bar-B-Que,restaurant    american restaurant    barbecue restaurant,food_services,The food is real good and the service and staff are incredible!,Positive,did not answer,no,CA, CA 94520
